camera_id,video_id,timestamp,frame_id,risk_object_type,vehicle_type,risk_confidence,vehicle_confidence,risk_center_x,risk_center_y,vehicle_center_x,vehicle_center_y,distance_pixels,risk_level
CAM_BATCH_COMPOSITE_01,sample_traffic,74.491,1786,person,truck,0.3523,0.3731,544.6,191.55,545.0,265.35,73.8,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,74.491,1786,person,car,0.3523,0.3565,544.6,191.55,544.55,265.55,74.0,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,74.658,1790,person,car,0.5277,0.6419,521.65,336.5,542.3,264.15,75.24,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,75.409,1808,person,car,0.6453,0.7428,491.4,369.45,515.5,294.35,78.87,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,77.828,1866,person,truck,0.3865,0.3977,498.45,330.6,535.2,292.3,53.08,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,77.995,1870,person,car,0.3865,0.8318,1058.05,40.15,1054.65,113.5,73.43,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,78.579,1884,person,truck,0.8231,0.3669,296.0,570.9,347.1,533.0,63.62,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,78.829,1890,person,truck,0.6005,0.4393,263.45,650.65,301.35,601.35,62.18,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,79.496,1906,person,car,0.4417,0.8256,1166.75,319.65,1146.9,248.7,73.67,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,79.746,1912,person,motorcycle,0.4547,0.3771,796.45,323.05,797.95,376.75,53.72,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,79.746,1912,person,car,0.4547,0.721,796.45,323.05,780.95,259.45,65.46,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,79.83,1914,person,car,0.7242,0.7309,1128.65,306.5,1147.55,250.55,59.06,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,79.997,1918,person,car,0.5092,0.6995,824.55,323.8,780.3,258.65,78.76,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,80.247,1924,person,car,0.4391,0.629,749.7,315.5,780.55,256.8,66.31,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,80.581,1932,person,car,0.5355,0.7028,1132.15,307.8,1144.35,252.65,56.48,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,80.747,1936,person,car,0.4611,0.7473,1168.8,320.85,1146.4,250.0,74.31,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,80.831,1938,person,car,0.3756,0.4853,750.6,317.35,781.35,255.5,69.07,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,81.081,1944,person,car,0.3523,0.8244,1156.1,299.35,1147.2,249.15,50.98,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,81.081,1944,person,car,0.3962,0.8244,1158.05,322.25,1147.2,249.15,73.9,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,81.081,1944,person,car,0.3789,0.6584,758.25,328.1,782.65,255.55,76.54,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,81.331,1950,person,car,0.5649,0.6704,726.95,291.45,784.9,256.05,67.91,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,81.415,1952,person,car,0.4317,0.5068,815.0,287.7,776.35,260.9,47.03,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,81.498,1954,person,car,0.5523,0.6947,796.65,303.4,782.2,258.3,47.36,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,81.748,1960,person,car,0.6989,0.6071,1096.15,288.0,1149.65,247.2,67.28,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,81.832,1962,person,car,0.4936,0.771,1106.5,300.9,1147.7,249.35,65.99,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,81.832,1962,person,car,0.7008,0.7241,767.8,332.5,780.15,257.85,75.66,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,81.832,1962,person,car,0.504,0.771,1145.85,328.2,1147.7,249.35,78.87,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,81.915,1964,person,car,0.613,0.816,1194.0,304.4,1147.0,248.6,72.96,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,82.916,1988,person,car,0.5773,0.6871,1157.65,310.15,1140.95,253.8,58.77,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,83.0,1990,person,car,0.6553,0.7663,1127.85,291.2,1147.5,248.4,47.1,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,83.166,1994,person,car,0.3913,0.7932,1138.9,321.85,1148.05,248.6,73.82,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,83.25,1996,person,car,0.5276,0.7146,796.65,324.7,779.7,258.6,68.24,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,83.5,2002,person,car,0.5104,0.7533,1119.55,306.1,1147.35,250.15,62.48,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,83.75,2008,person,car,0.5902,0.7905,1124.0,300.25,1146.6,248.9,56.1,Medium
CAM_BATCH_COMPOSITE_01,sample_traffic,84.835,2034,person,car,0.4155,0.6924,851.7,438.35,841.05,512.2,74.61,Medium
CAM_CITY_NIGHT_01,mixkit_4331,6.2,186,person,car,0.6392,0.3851,1215.55,109.05,1177.75,82.3,46.31,Medium
CAM_CITY_STREET_01,mixkit_100,1.251,30,person,car,0.4606,0.3728,777.5,65.4,766.6,62.1,11.39,High
CAM_CITY_STREET_01,mixkit_100,1.251,30,person,car,0.4606,0.472,777.5,65.4,820.5,64.0,43.02,Medium
CAM_CITY_STREET_01,mixkit_100,1.251,30,person,car,0.4606,0.6729,777.5,65.4,698.6,53.6,79.78,Medium
CAM_CITY_STREET_01,mixkit_100,1.335,32,person,car,0.5602,0.556,783.65,66.9,770.35,62.2,14.11,High
CAM_CITY_STREET_01,mixkit_100,1.335,32,person,car,0.5602,0.4744,783.65,66.9,825.55,64.65,41.96,Medium
CAM_CITY_STREET_01,mixkit_100,3.754,90,person,car,0.4164,0.7179,34.25,273.35,86.05,261.85,53.06,Medium
CAM_CITY_STREET_01,mixkit_100,3.837,92,person,car,0.5535,0.6642,31.1,276.25,80.7,277.0,49.61,Medium
CAM_CITY_STREET_02,mixkit_4000,1.067,32,person,truck,0.5686,0.3808,534.0,338.55,541.25,270.2,68.73,Medium
CAM_CITY_STREET_02,mixkit_4000,1.067,32,person,car,0.5686,0.3652,534.0,338.55,541.05,268.95,69.96,Medium
CAM_CITY_STREET_02,mixkit_4000,1.2,36,person,car,0.4204,0.6013,526.05,307.85,541.4,267.65,43.03,Medium
CAM_CITY_STREET_02,mixkit_4000,1.2,36,person,car,0.4617,0.6013,527.0,326.85,541.4,267.65,60.93,Medium
CAM_CITY_STREET_02,mixkit_4000,1.2,36,person,car,0.5084,0.6013,527.05,329.9,541.4,267.65,63.88,Medium
CAM_CITY_STREET_02,mixkit_4000,1.667,50,person,car,0.3946,0.7295,921.55,308.65,933.4,241.75,67.94,Medium
CAM_CITY_STREET_02,mixkit_4000,2.067,62,person,car,0.4659,0.486,520.05,319.3,541.65,264.9,58.53,Medium
CAM_CITY_STREET_02,mixkit_4000,3.0,90,person,car,0.3898,0.6863,544.8,193.1,542.45,265.8,72.74,Medium
CAM_CITY_STREET_02,mixkit_4000,3.067,92,person,car,0.4161,0.6692,544.9,193.0,542.4,265.8,72.84,Medium
CAM_CITY_STREET_02,mixkit_4000,3.133,94,person,car,0.3969,0.6676,545.0,193.1,542.35,265.55,72.5,Medium
CAM_CITY_STREET_02,mixkit_4000,3.267,98,person,car,0.3766,0.6851,544.85,192.9,542.3,265.95,73.09,Medium
CAM_CITY_STREET_02,mixkit_4000,3.333,100,person,car,0.3771,0.6792,544.65,192.95,542.15,266.15,73.24,Medium
CAM_CITY_STREET_02,mixkit_4000,3.667,110,person,car,0.5736,0.5517,549.55,341.15,542.6,267.55,73.93,Medium
CAM_CITY_STREET_02,mixkit_4000,3.733,112,person,car,0.4867,0.4981,575.45,334.6,542.65,266.2,75.86,Medium
CAM_CITY_STREET_02,mixkit_4000,6.333,190,person,truck,0.6067,0.351,478.7,372.15,517.05,323.05,62.3,Medium
CAM_CITY_STREET_02,mixkit_4000,6.4,192,person,car,0.3961,0.7671,1033.65,91.9,1025.9,163.25,71.77,Medium
CAM_CITY_STREET_02,mixkit_4000,7.267,218,person,car,0.6866,0.8306,119.25,525.3,132.45,477.5,49.59,Medium
CAM_CITY_STREET_02,mixkit_4000,7.333,220,person,bus,0.3591,0.9164,628.45,189.65,601.4,161.0,39.4,High
CAM_CITY_STREET_02,mixkit_4000,7.8,234,person,car,0.6313,0.788,1175.8,310.55,1147.45,250.35,66.54,Medium
CAM_CITY_STREET_02,mixkit_4000,7.8,234,person,car,0.4129,0.5279,758.7,328.3,786.15,256.6,76.77,Medium
CAM_CITY_STREET_02,mixkit_4000,7.867,236,person,car,0.5737,0.7295,1102.15,307.8,1148.5,250.35,73.82,Medium
CAM_CITY_STREET_02,mixkit_4000,8.6,258,person,car,0.6335,0.6803,1143.45,318.25,1148.0,253.9,64.51,Medium
CAM_CITY_STREET_02,mixkit_4000,8.867,266,person,car,0.6754,0.824,1128.45,326.2,1147.35,249.35,79.14,Medium
CAM_CITY_STREET_02,mixkit_4000,9.067,272,person,car,0.4053,0.4545,741.65,298.8,782.9,257.7,58.23,Medium
CAM_CITY_STREET_02,mixkit_4000,9.133,274,person,car,0.3547,0.6145,752.35,327.45,781.5,257.3,75.97,Medium
CAM_CITY_STREET_02,mixkit_4000,9.2,276,person,car,0.5458,0.7293,928.75,292.45,953.2,227.4,69.49,Medium
CAM_CITY_STREET_02,mixkit_4000,9.267,278,person,car,0.3951,0.7407,1005.55,291.7,954.05,231.2,79.45,Medium
CAM_CITY_STREET_02,mixkit_4000,9.333,280,person,car,0.4599,0.7135,977.75,300.9,953.75,227.35,77.37,Medium
CAM_CITY_STREET_02,mixkit_4000,9.4,282,person,car,0.6085,0.8199,1112.75,292.3,1150.35,250.85,55.96,Medium
CAM_CITY_STREET_02,mixkit_4000,9.467,284,person,car,0.4176,0.748,1160.55,300.8,1148.1,252.65,49.73,Medium
CAM_CITY_STREET_02,mixkit_4000,9.467,284,person,car,0.4067,0.748,1139.8,306.95,1148.1,252.65,54.93,Medium
CAM_CITY_STREET_02,mixkit_4000,9.933,298,person,car,0.663,0.8309,1133.55,297.05,1146.4,247.95,50.75,Medium
CAM_CITY_STREET_02,mixkit_4000,10.333,310,person,car,0.4449,0.8134,1127.0,317.25,1147.85,251.85,68.64,Medium
CAM_CITY_STREET_02,mixkit_4000,10.4,312,person,car,0.461,0.7281,1093.6,291.2,1147.75,249.05,68.62,Medium
CAM_CITY_STREET_02,mixkit_4000,10.6,318,person,car,0.5639,0.7246,779.4,320.35,780.1,255.8,64.55,Medium
CAM_CITY_STREET_02,mixkit_4000,10.733,322,person,car,0.3546,0.7348,982.5,280.4,953.75,231.9,56.38,Medium
CAM_CITY_STREET_02,mixkit_4000,11.0,330,person,car,0.5085,0.7767,1172.8,308.25,1148.0,249.2,64.05,Medium
CAM_CITY_STREET_03,mixkit_4251,1.533,46,person,car,0.4287,0.3645,1170.3,607.7,1165.05,680.1,72.59,Medium
CAM_CITY_STREET_03,mixkit_4251,1.533,46,person,car,0.4704,0.3645,1146.45,608.2,1165.05,680.1,74.27,Medium
CAM_CITY_STREET_03,mixkit_4251,2.6,78,person,car,0.4479,0.3705,1210.6,674.0,1148.9,679.5,61.94,Medium
CAM_CITY_STREET_03,mixkit_4251,3.133,94,person,car,0.4385,0.4212,1213.95,695.1,1152.5,679.45,63.41,Medium
CAM_CITY_STREET_03,mixkit_4251,3.733,112,person,car,0.574,0.4327,1184.7,651.25,1146.8,679.2,47.09,Medium
CAM_CITY_STREET_03,mixkit_4251,5.067,152,person,car,0.5249,0.4368,1221.0,670.2,1143.7,679.3,77.83,Medium
CAM_CITY_STREET_03,mixkit_4251,7.6,228,person,car,0.4259,0.428,1194.75,613.75,1153.4,680.35,78.39,Medium
CAM_CITY_STREET_03,mixkit_4251,7.8,234,person,car,0.506,0.4015,1207.65,678.8,1147.55,679.05,60.1,Medium
CAM_CITY_STREET_03,mixkit_4251,7.867,236,person,car,0.3828,0.3554,1194.9,646.85,1145.15,678.6,59.02,Medium
CAM_DASHCAM_02,mixkit_42039,1.835,44,person,car,0.4289,0.3653,652.85,400.95,636.05,359.0,45.19,Medium
CAM_DASHCAM_02,mixkit_42039,5.756,138,person,car,0.3963,0.6612,647.05,383.55,641.5,305.75,78.0,Medium
CAM_DASHCAM_02,mixkit_42039,7.09,170,person,car,0.3695,0.7233,647.05,388.35,572.4,360.95,79.52,Medium
CAM_DASHCAM_02,mixkit_42039,7.174,172,person,car,0.4048,0.4067,646.85,392.15,579.25,363.4,73.46,Medium
CAM_DASHCAM_02,mixkit_42039,7.257,174,person,car,0.3501,0.4872,646.9,394.2,573.45,363.8,79.49,Medium
CAM_DASHCAM_02,mixkit_42039,13.847,332,person,car,0.6074,0.5964,710.75,365.25,771.2,325.25,72.49,Medium
CAM_INTERSECTION_03,mixkit_4401,0.333,10,person,car,0.4676,0.5582,327.3,308.95,322.6,248.15,60.98,Medium
CAM_INTERSECTION_03,mixkit_4401,0.533,16,person,car,0.7002,0.4091,294.0,323.85,300.25,259.95,64.2,Medium
CAM_INTERSECTION_03,mixkit_4401,0.533,16,person,car,0.5412,0.4091,271.75,331.5,300.25,259.95,77.02,Medium
CAM_INTERSECTION_03,mixkit_4401,0.667,20,person,motorcycle,0.5458,0.4804,763.85,361.55,757.45,379.65,19.2,High
CAM_INTERSECTION_03,mixkit_4401,0.667,20,person,car,0.5458,0.7472,763.85,361.55,822.3,325.2,68.83,Medium
CAM_INTERSECTION_03,mixkit_4401,0.733,22,person,car,0.5885,0.8002,1009.8,396.25,1016.5,353.55,43.22,Medium
CAM_INTERSECTION_03,mixkit_4401,0.8,24,person,motorcycle,0.5397,0.4847,643.9,349.55,635.8,366.05,18.38,High
CAM_INTERSECTION_03,mixkit_4401,1.4,42,person,truck,0.3705,0.3772,732.05,287.2,793.55,282.65,61.67,Medium
CAM_INTERSECTION_03,mixkit_4401,5.6,168,person,car,0.3776,0.5968,362.55,281.75,342.05,243.55,43.35,Medium
CAM_INTERSECTION_03,mixkit_4401,6.6,198,person,car,0.3666,0.6036,215.7,317.0,199.75,255.75,63.29,Medium
CAM_INTERSECTION_03,mixkit_4401,9.6,288,person,car,0.4708,0.6487,294.0,315.55,326.7,263.25,61.68,Medium
CAM_INTERSECTION_03,mixkit_4401,9.667,290,person,car,0.671,0.4988,276.4,315.45,237.55,246.1,79.49,Medium
CAM_INTERSECTION_03,mixkit_4401,14.467,434,person,car,0.6627,0.5843,256.35,348.6,242.4,275.2,74.71,Medium
CAM_INTERSECTION_03,mixkit_4401,14.867,446,person,car,0.6776,0.876,897.45,653.7,907.2,579.05,75.28,Medium
CAM_INTERSECTION_03,mixkit_4401,15.133,454,person,car,0.4356,0.5194,247.05,349.7,274.35,284.4,70.78,Medium
CAM_INTERSECTION_03,mixkit_4401,16.4,492,person,motorcycle,0.437,0.4912,245.4,356.7,255.5,423.95,68.0,Medium
CAM_INTERSECTION_03,mixkit_4401,19.0,570,person,car,0.5718,0.805,354.45,305.45,407.95,269.05,64.71,Medium
CAM_INTERSECTION_03,mixkit_4401,19.067,572,person,car,0.6285,0.6439,274.35,335.65,294.5,267.05,71.5,Medium
CAM_INTERSECTION_03,mixkit_4401,19.2,576,person,motorcycle,0.4846,0.3584,533.6,388.95,531.15,412.25,23.43,High
CAM_INTERSECTION_03,mixkit_4401,19.2,576,person,motorcycle,0.3995,0.4795,704.85,538.85,705.85,573.45,34.61,High
CAM_INTERSECTION_03,mixkit_4401,19.267,578,person,motorcycle,0.6305,0.4911,993.8,447.35,986.2,480.0,33.52,High
